Delivery_ID,Pickup_Latitude,Pickup_Longitude,Dropoff_Latitude,Dropoff_Longitude,Delivery_Distance_km,Package_Weight_kg,Delivery_Time_Est_min,Order_Value,Platform_Fees,Time_of_Day,Day_of_Week,Weather_Condition,Delivery_Type,Traffic_Index,Delivery_Location_Type,Discount_Applied,Surge_Multiplier,Fuel_Cost,Total_Delivery_Fee
1809,23.68572,158.835406,52.469599,26.857527,3.1,8.54,71,25.31,1.18,Night,Sunday,Cloudy,Standard,1.75,Urban,0.0,1.0,8.37,16.3
1810,-38.194747,105.320522,55.860368,-161.408417,4.09,15.49,102,418.12,3.6,Morning,Monday,Sunny,Express,1.25,Suburban,0.0,1.0,9.44,24.057
1811,14.816606,-150.073855,-54.599881,19.32423,5.93,10.21,192,418.08,2.86,Night,Wednesday,Sunny,Standard,1.7,Remote,0.0,1.0,3.22,15.929
1812,-46.53653,47.807346,-24.0849215,3.588061,48.99,0.21,55,126.95,2.07,Afternoon,Thursday,Sunny,Standard,1.48,Suburban,0.0,2.42,1.71,104.24634
1813,75.053446,-82.165621,71.69057,-178.657437,10.65,4.94,219,210.67,0.66,Night,Friday,Sunny,Express,1.41,Suburban,0.0,1.0,7.6,19.25
1814,-76.766385,54.755175,-87.5041605,37.051955,44.26,15.32,215,274.49,4.23,Morning,Friday,Cloudy,Express,0.75,Urban,14.12,1.0,8.97,42.148
1815,28.164696,-87.948757,-69.48848,116.647339,27.23,1.22,103,149.01,2.91,Morning,Wednesday,Snowy,Express,1.37,Remote,3.36,1.0,9.86,31.804
1816,-75.065264,18.461183,56.366963,167.366641,24.12,13.51,178,154.51,0.78,Morning,Thursday,Cloudy,Standard,0.73,Remote,17.46,1.71,7.28,40.86981000000001
1817,-29.171671,11.902261,-3.9385535,-2.538172,21.87,4.67,77,194.04,3.24,Afternoon,Friday,Sunny,Express,1.51,Remote,9.72,1.0,8.84,22.191
1818,13.4372825,-165.762818,-6.8615885,145.763249,40.14,14.99,225,290.19,3.18,Morning,Sunday,Sunny,Express,1.28,Urban,0.0,1.0,2.92,45.707
1819,-24.297288,-165.022385,4.9549775,18.845692,40.27,17.2,153,83.05,3.56,Morning,Monday,Snowy,Express,1.29,Suburban,0.0,1.0,3.65,48.026
1820,55.5602665,-64.147621,42.115383,37.005521,26.8,5.53,22,262.19,0.75,Morning,Saturday,Cloudy,Standard,0.81,Remote,0.0,2.99,4.77,88.87775
1821,-31.698308,-56.281301,-74.8131075,-78.115809,22.63,9.4,91,320.11,4.22,Evening,Saturday,Cloudy,Express,1.55,Urban,3.38,1.0,9.56,33.20399999999999
1822,88.129999,105.162674,37.894945,139.448173,44.35,18.8,202,249.39,4.93,Night,Thursday,Rainy,Express,1.52,Urban,0.0,1.83,8.25,106.2498
1823,8.3100505,79.631856,-64.4894555,-167.430378,26.95,9.64,70,190.16,0.51,Morning,Tuesday,Sunny,Standard,1.31,Remote,0.0,1.0,8.47,35.36000000000001
1824,4.6519915,108.745969,-66.682373,-53.526465,40.81,13.59,19,144.43,1.24,Night,Saturday,Sunny,Express,1.97,Urban,0.0,1.36,8.42,66.78008000000001
1825,44.519982,-176.637838,-64.5415225,-111.154645,44.72,10.69,47,35.55,1.96,Evening,Sunday,Sunny,Express,0.79,Remote,6.85,1.0,4.69,40.921
1826,-78.253262,113.30714,-28.5119095,-45.394801,24.52,14.05,100,282.71,2.73,Evening,Wednesday,Windy,Express,1.99,Urban,0.0,1.0,8.42,37.791
1827,-74.0679935,154.801733,20.958555,-76.878856,36.33,7.65,123,83.94,2.22,Morning,Saturday,Sunny,Express,1.72,Suburban,14.02,1.0,9.42,30.509
1828,-8.04807,-175.555644,50.8402085,-18.318309,36.53,11.01,140,72.7,3.63,Morning,Friday,Snowy,Standard,0.65,Urban,0.0,1.0,4.02,42.379
1829,-40.864738,-72.706862,-53.2865555,-56.826198,23.38,5.53,143,16.33,1.74,Night,Monday,Rainy,Standard,1.61,Suburban,0.0,1.0,9.82,33.029
1830,-57.8738525,136.262476,56.1305945,-30.257431,16.55,7.59,139,465.46,1.19,Morning,Wednesday,Cloudy,Standard,1.9,Urban,6.96,1.0,4.56,15.825
1831,68.7059035,-2.993804,4.5004675,-20.966447,37.03,15.76,90,16.13,2.64,Afternoon,Tuesday,Snowy,Express,0.86,Suburban,0.0,2.11,8.06,101.71044
1832,-28.816208,171.134914,84.7943615,5.901635,3.0,14.37,89,59.55,3.02,Morning,Friday,Cloudy,Express,1.87,Suburban,13.52,1.0,3.55,2.635000000000002
1833,31.5603085,1.872247,-83.5877845,46.473883,41.7,19.21,71,107.93,2.76,Night,Monday,Cloudy,Express,1.42,Remote,0.0,2.28,3.45,112.119
1834,45.1742265,178.158671,-85.5775255,-152.025068,25.19,6.69,219,89.99,2.86,Night,Wednesday,Windy,Standard,0.54,Remote,0.0,1.0,10.0,36.357
1835,65.903884,-90.442382,28.194988,161.095594,20.39,10.42,60,468.09,1.59,Night,Tuesday,Cloudy,Standard,0.93,Remote,0.0,1.0,4.23,27.342
1836,-22.8352565,72.849253,25.871551,12.440542,37.98,9.46,198,7.33,0.52,Night,Friday,Cloudy,Express,1.33,Urban,0.0,1.0,5.72,41.35400000000001
1837,4.465426,165.496658,32.217142,0.866261,26.27,16.61,231,287.29,0.92,Evening,Saturday,Rainy,Standard,0.88,Suburban,0.0,1.0,7.25,37.491
1838,-10.5197065,35.85828,-84.06018,99.055122,16.67,0.49,113,227.28,2.64,Afternoon,Tuesday,Cloudy,Express,1.71,Remote,3.28,1.0,9.79,22.731
1839,45.405794,103.70679,-81.8333655,61.291491,42.12,5.01,102,248.16,4.36,Night,Tuesday,Snowy,Express,0.61,Urban,0.0,1.0,3.39,43.951
1840,-40.0127605,-178.87243,-39.371868,-125.060215,17.29,10.75,112,314.01,0.68,Morning,Tuesday,Windy,Express,0.9,Remote,0.0,1.0,3.0,22.887
1841,51.2885195,7.642378,-3.757595,149.037094,27.18,18.4,217,452.45,0.89,Evening,Tuesday,Windy,Standard,1.26,Suburban,8.68,1.0,8.95,32.104
1842,-3.9957465,-18.163308,71.042373,-50.68088,49.39,3.6,232,325.63,4.51,Night,Thursday,Cloudy,Standard,1.76,Remote,0.0,1.25,5.51,64.16499999999999
1843,36.780578,-46.391044,-33.2085405,-179.42627,23.46,1.42,139,254.32,2.04,Afternoon,Monday,Snowy,Express,0.89,Remote,13.51,1.24,5.72,20.26512
1844,-26.8663465,1.44691,11.5190835,54.831217,29.1,12.17,157,351.84,3.07,Night,Monday,Windy,Express,0.58,Remote,0.0,2.46,5.19,92.5575
1845,-5.361286,135.99506,32.2701965,-147.097306,44.08,1.47,93,21.73,3.65,Afternoon,Wednesday,Rainy,Express,1.6,Remote,0.0,1.0,7.04,46.689
1846,-2.4215555,127.319639,33.977467,-46.81357,47.65,2.97,123,316.38,2.23,Evening,Wednesday,Windy,Express,0.85,Urban,0.0,1.0,6.97,48.80499999999999
1847,15.407067,-19.996147,55.4107675,-103.035771,14.97,4.1,12,254.75,2.44,Night,Monday,Rainy,Express,0.77,Urban,12.16,1.0,3.76,8.065999999999999
1848,-46.2954155,168.631029,-40.7474785,-163.663524,35.9,12.28,84,493.27,2.94,Afternoon,Sunday,Snowy,Express,1.06,Remote,0.0,1.0,6.91,44.70999999999999
1849,-1.193432,-143.265127,55.4782915,-133.57647,23.1,1.6,188,251.78,1.69,Night,Thursday,Snowy,Express,1.27,Suburban,0.0,1.0,5.97,26.94
1850,57.5806845,123.1062,81.396558,-172.463618,38.64,15.77,185,382.92,1.74,Evening,Thursday,Rainy,Standard,1.65,Suburban,19.26,1.0,1.77,23.04700000000001
1851,-30.085827,-69.828432,-9.443096,157.033235,41.1,0.71,47,182.36,0.87,Evening,Thursday,Sunny,Express,0.67,Urban,0.0,1.0,3.77,37.875
1852,46.0944375,41.735376,9.9956115,-157.693445,42.42,18.22,41,232.47,3.92,Morning,Tuesday,Snowy,Standard,1.02,Urban,0.0,1.0,4.27,51.236
1853,-7.165387,-154.999162,-66.6573115,-95.645841,37.04,2.16,52,375.28,3.98,Night,Sunday,Snowy,Standard,1.22,Remote,15.07,1.0,1.92,21.542
1854,-5.7247035,89.160274,59.6605505,147.291952,34.57,12.27,16,398.73,3.26,Night,Thursday,Rainy,Express,1.26,Remote,0.0,1.64,4.6,68.30764
1855,41.403877,152.58006,0.292359,49.977894,27.1,11.55,215,215.53,4.48,Night,Friday,Snowy,Standard,1.11,Urban,0.0,1.0,2.23,34.16500000000001
1856,68.9567115,40.983735,57.266297,-56.9228,4.76,5.51,234,104.94,0.85,Afternoon,Friday,Cloudy,Express,1.14,Remote,0.0,1.0,4.26,11.673
1857,68.5444105,0.334547,-65.884974,-143.527625,25.79,15.05,122,374.03,1.36,Morning,Monday,Sunny,Standard,1.82,Urban,18.6,1.0,7.77,18.687
1858,-39.1702845,163.321362,12.0702815,160.256092,18.65,15.69,145,405.76,3.6,Evening,Monday,Cloudy,Standard,0.63,Remote,0.0,1.0,2.17,28.535
1859,79.035529,146.83179,76.3068985,-134.681059,38.2,7.85,207,431.0,1.72,Afternoon,Friday,Rainy,Express,0.81,Remote,6.98,1.0,5.79,35.015
1860,84.246543,122.503125,-17.636706,-149.765267,35.2,0.59,104,396.56,3.33,Morning,Saturday,Sunny,Standard,1.46,Urban,0.0,1.0,6.56,38.34500000000001
1861,-74.131881,139.621038,-15.416038,-129.197663,19.58,1.6,142,133.06,3.28,Afternoon,Friday,Snowy,Express,1.28,Urban,0.0,1.0,1.69,21.434
1862,62.1190995,131.607137,28.4696165,58.846825,44.12,16.36,132,238.45,4.57,Afternoon,Thursday,Rainy,Express,1.97,Suburban,0.0,1.0,5.17,53.216
1863,-89.922835,-165.990741,-1.1503985,-107.131633,2.97,10.87,83,409.73,1.41,Evening,Tuesday,Windy,Express,1.13,Remote,0.0,2.58,1.97,28.87278
1864,9.099471,98.424944,-34.080621,108.94886,42.33,15.18,158,149.5,4.84,Afternoon,Saturday,Windy,Standard,1.01,Remote,0.0,1.0,3.33,49.624
1865,74.82948,139.317442,71.122859,162.169899,19.0,10.1,125,105.39,2.87,Evening,Friday,Cloudy,Express,1.82,Suburban,0.0,1.0,4.91,28.03
1866,17.46398,-148.689413,83.3134955,162.509671,42.14,19.3,79,341.5,0.8,Morning,Monday,Windy,Express,0.67,Suburban,14.42,1.0,4.9,34.642
1867,-49.2813045,-13.414824,21.124174,-99.603241,8.07,16.26,125,251.35,4.99,Evening,Friday,Cloudy,Express,1.99,Suburban,0.0,1.0,5.32,24.896
1868,25.026851,-74.220586,83.924255,143.153492,16.82,6.27,163,481.39,2.69,Afternoon,Friday,Cloudy,Express,1.29,Remote,0.0,1.0,6.61,25.891
1869,-31.0001395,-76.763131,-39.6928655,-145.268188,9.47,9.46,104,312.57,4.22,Afternoon,Friday,Windy,Standard,1.55,Remote,0.0,1.0,5.54,22.066
1870,41.7120415,88.844275,-59.2675485,141.361686,26.19,11.52,184,30.21,2.74,Night,Tuesday,Sunny,Express,1.83,Urban,0.0,1.0,6.64,36.09200000000001
1871,23.747029,25.295547,-10.2518645,77.906697,12.92,3.74,56,490.22,3.48,Morning,Saturday,Rainy,Express,1.19,Suburban,0.0,1.0,7.65,23.336
1872,27.2842735,67.001429,38.1768725,100.819951,18.55,16.73,190,126.15,2.37,Morning,Tuesday,Rainy,Standard,0.86,Suburban,0.0,1.0,2.48,28.055
1873,-38.23258,8.141174,-12.85587,-20.591474,2.49,10.22,191,489.07,2.39,Evening,Saturday,Sunny,Express,1.35,Urban,0.0,1.0,2.74,12.232
1874,34.754862,37.011199,-18.2755,42.748247,45.94,13.45,183,461.17,1.89,Morning,Tuesday,Windy,Standard,0.55,Suburban,0.0,1.0,3.44,48.807
1875,29.6478265,-106.406912,-34.0084155,-132.705471,30.59,2.73,166,456.32,1.35,Night,Thursday,Windy,Standard,1.3,Suburban,0.0,1.0,7.15,34.337
1876,75.810551,134.15982,57.4606705,-61.142646,2.68,14.3,196,371.02,1.22,Afternoon,Sunday,Rainy,Standard,1.66,Remote,0.0,1.0,2.86,13.374
1877,-23.4382435,9.292081,36.30413,-28.77063,47.09,0.54,234,312.44,0.93,Evening,Monday,Sunny,Standard,1.71,Suburban,0.0,1.0,3.25,42.12200000000001
1878,51.2302235,-63.304903,28.7606965,63.304795,6.12,14.13,68,203.49,4.49,Morning,Friday,Sunny,Express,0.76,Urban,9.57,1.0,9.32,16.201
1879,-9.6253065,-20.542912,-68.0639395,69.152047,47.93,17.28,105,263.68,3.5,Night,Wednesday,Sunny,Standard,1.48,Remote,9.71,1.0,8.33,49.104
1880,-28.750603,-108.682538,-83.954317,-60.647428,26.93,7.11,229,280.11,3.78,Night,Wednesday,Snowy,Express,0.66,Suburban,8.17,1.0,4.08,24.789
1881,-84.6255055,117.600169,-64.4011865,-91.004265,49.12,11.8,28,70.9,2.26,Night,Friday,Snowy,Express,1.62,Suburban,0.0,1.0,4.79,52.246
1882,-62.1379505,148.72228,-66.3927795,42.237802,18.16,6.74,150,100.39,3.83,Night,Monday,Snowy,Express,1.36,Urban,19.64,2.89,3.57,53.47122
1883,69.2010445,84.818934,49.7482705,61.022052,30.74,12.48,57,107.91,3.49,Night,Saturday,Snowy,Standard,1.34,Remote,0.0,2.19,3.07,81.88848
1884,34.528528,-128.920631,-52.207064,113.606028,25.06,15.23,195,349.74,2.87,Night,Saturday,Sunny,Express,1.81,Urban,0.0,1.0,2.87,33.40300000000001
1885,22.9593895,32.332811,3.2262385,-28.850564,38.99,19.9,46,97.37,2.06,Morning,Thursday,Snowy,Express,0.91,Urban,0.0,1.0,1.78,44.98200000000001
1886,-88.9216125,-116.417286,63.0920805,-142.966553,8.99,8.97,219,390.6,4.74,Night,Wednesday,Snowy,Standard,0.79,Remote,0.0,1.16,2.38,21.80452
1887,-40.9057625,-24.838219,-48.2423325,142.777994,37.06,12.7,25,461.44,0.74,Night,Sunday,Cloudy,Express,1.69,Suburban,0.0,1.0,6.1,42.83800000000001
1888,-21.0388215,144.830315,-4.0607515,-17.345847,2.76,17.04,97,401.16,3.1,Morning,Thursday,Cloudy,Standard,0.93,Urban,0.0,2.47,9.51,57.64486000000001
1889,-18.985913,159.12181,-24.6094145,-94.106938,47.3,5.27,132,287.24,3.43,Night,Thursday,Windy,Express,1.95,Urban,0.0,1.0,5.79,49.69499999999999
1890,-49.521167,135.448838,-1.3239675,133.078438,45.16,17.71,119,367.61,0.91,Afternoon,Saturday,Sunny,Standard,0.75,Suburban,0.0,1.0,1.75,47.643
1891,-75.9064845,-12.197647,50.2828345,-150.160614,20.36,9.37,178,200.15,4.69,Morning,Wednesday,Sunny,Standard,1.11,Remote,0.0,1.0,7.99,33.653
1892,-48.345108,129.908491,-43.3551825,25.564492,47.19,7.9,133,97.0,0.98,Night,Thursday,Cloudy,Standard,0.56,Remote,6.55,1.0,4.82,40.95200000000001
1893,-74.084406,-39.237554,-63.2827875,-74.700805,16.87,9.3,76,245.53,1.21,Morning,Sunday,Windy,Express,1.57,Suburban,0.0,1.0,2.98,22.336
1894,-79.4117595,-98.200279,60.38571,-129.704443,35.69,14.1,19,50.37,2.08,Morning,Saturday,Sunny,Standard,0.85,Remote,0.0,1.0,7.36,45.04199999999999
1895,33.687799,-163.824884,-78.153778,-33.511762,16.35,13.53,53,37.22,1.78,Morning,Tuesday,Cloudy,Express,1.05,Suburban,0.0,2.91,7.96,86.09235000000001
1896,-71.177687,26.63365,41.206978,-9.120427,20.42,19.94,60,334.81,1.74,Morning,Thursday,Sunny,Express,0.96,Urban,13.84,2.87,6.33,84.81912000000001
1897,-37.9342965,36.352742,37.9793555,-72.9213,41.78,6.9,141,160.1,4.49,Morning,Tuesday,Cloudy,Express,1.11,Urban,0.0,1.0,3.49,44.85400000000001
1898,-65.319908,126.423808,-33.187939,-22.613405,20.88,7.03,173,438.49,3.15,Night,Thursday,Windy,Standard,1.01,Urban,17.45,1.56,6.1,28.52164
1899,-49.4134485,-115.755856,-79.522102,-11.34393,36.62,11.84,163,264.22,4.52,Afternoon,Saturday,Windy,Express,0.6,Urban,0.0,1.0,2.54,42.276
1900,47.004464,-143.337171,10.2979265,-81.018122,13.67,6.03,191,425.42,2.79,Afternoon,Wednesday,Rainy,Express,1.05,Remote,0.0,1.25,4.96,27.12625
1901,48.831061,-31.821902,-0.791519,157.483903,35.42,1.5,38,390.75,1.45,Night,Saturday,Windy,Standard,1.58,Urban,0.0,1.0,9.94,40.476
1902,-51.680367,81.526072,32.628312,-62.867581,28.03,16.46,239,121.12,1.32,Morning,Tuesday,Rainy,Express,0.69,Urban,0.0,1.0,5.32,37.294
1903,24.442642,-3.248595,13.8295895,158.276019,38.98,5.22,196,410.35,4.18,Night,Monday,Windy,Standard,1.6,Remote,0.0,1.0,3.51,41.48399999999999
1904,-1.430442,-30.390618,-85.4789335,-77.493021,8.72,3.26,67,471.34,1.21,Afternoon,Tuesday,Snowy,Express,1.41,Remote,0.0,2.35,8.91,44.00610000000001
1905,-44.8078075,146.066128,25.8531645,175.531631,42.25,8.23,61,309.81,4.78,Morning,Monday,Sunny,Express,1.37,Suburban,0.0,2.61,3.25,119.91645
1906,67.7850405,-32.258433,-85.078773,-113.257603,6.93,3.27,181,11.13,2.92,Morning,Thursday,Cloudy,Express,1.44,Remote,18.32,1.26,5.07,0.7929400000000015
1907,16.51445,47.249485,-76.967374,-32.78036,35.05,8.09,24,177.65,3.19,Evening,Thursday,Snowy,Standard,0.97,Suburban,0.0,2.53,8.89,111.73745
1908,22.504279,169.763417,75.0758335,-58.736142,2.12,11.76,239,262.48,0.87,Night,Sunday,Rainy,Express,0.9,Remote,0.0,1.0,4.57,13.016
1909,77.835652,-80.321071,65.0365745,-33.226776,33.15,11.4,128,85.88,2.11,Morning,Monday,Cloudy,Standard,0.52,Remote,0.0,1.0,5.27,39.59999999999999
1910,68.4943025,-15.977849,9.4281405,17.688486,20.84,18.28,23,233.92,1.91,Night,Friday,Sunny,Express,1.88,Remote,0.0,1.0,8.56,36.282
1911,-6.858363,-178.630217,-65.6531205,174.675204,38.93,4.92,165,370.49,0.94,Night,Saturday,Snowy,Express,0.98,Urban,0.0,1.0,9.47,44.014
1912,73.1582975,-56.286082,60.3269295,-92.914736,30.29,12.9,87,24.9,2.08,Night,Tuesday,Sunny,Standard,1.01,Urban,0.0,1.92,4.37,71.29343999999999
1913,-6.0386195,8.271565,-40.8997805,70.780954,16.15,15.56,162,107.34,4.49,Morning,Friday,Windy,Express,1.45,Urban,0.0,1.0,4.64,29.83
1914,63.7118535,160.448311,-4.336002,138.452107,12.92,13.64,178,46.69,3.96,Night,Thursday,Sunny,Express,1.97,Suburban,0.0,1.0,2.53,23.646
1915,-14.069199,-91.556445,-58.794219,101.417041,2.05,3.45,177,438.66,0.75,Evening,Friday,Rainy,Express,1.71,Suburban,0.0,1.0,7.43,11.545
1916,26.6898755,95.853888,-27.3380395,-146.219573,2.71,5.44,198,241.52,1.05,Morning,Friday,Rainy,Standard,1.68,Urban,0.0,1.0,9.41,15.348
1917,-73.047614,-83.291293,52.123667,-145.773395,42.65,6.44,108,194.29,1.55,Morning,Wednesday,Rainy,Standard,1.04,Suburban,0.0,1.0,4.26,43.14999999999999
1918,84.4594345,-169.966411,-45.8955805,6.176745,41.17,15.87,58,419.74,1.49,Afternoon,Saturday,Snowy,Express,1.94,Remote,5.18,1.0,9.39,46.57100000000001
1919,-8.030898,140.808353,80.9923515,28.274701,26.76,12.82,162,413.74,4.76,Night,Tuesday,Rainy,Standard,1.89,Suburban,4.76,2.02,9.98,81.20716000000002
1920,-70.8617185,167.554533,-69.545035,46.802442,24.17,9.73,65,78.28,3.47,Morning,Sunday,Cloudy,Standard,1.43,Remote,0.0,1.73,5.53,57.43773
1921,10.673177,-48.343657,-1.591378,53.834563,6.19,7.73,65,314.98,4.47,Morning,Wednesday,Cloudy,Standard,1.39,Suburban,0.0,1.0,4.72,18.007
1922,-20.8346915,-128.516446,-13.543291,-54.654037,8.47,10.54,212,169.66,3.96,Afternoon,Friday,Windy,Express,1.66,Suburban,5.99,1.27,5.96,21.90682
1923,-81.206339,126.881846,-66.1788595,172.701714,7.72,10.9,237,108.24,3.32,Afternoon,Sunday,Snowy,Standard,1.09,Urban,0.0,1.0,3.27,18.216
1924,-68.4231445,11.52027,-57.1919245,140.186072,17.14,9.98,95,117.87,3.53,Evening,Tuesday,Snowy,Express,1.08,Remote,0.0,1.0,1.52,23.752
1925,38.9338295,168.423335,57.8615405,-31.742927,47.77,18.1,33,325.03,1.85,Night,Monday,Cloudy,Express,0.68,Urban,0.0,1.0,5.83,54.94600000000001
1926,24.7743405,54.712613,-43.4709395,58.725413,21.67,14.47,68,195.4,2.29,Afternoon,Saturday,Rainy,Express,0.52,Remote,0.0,1.0,5.62,32.481
1927,1.9937365,32.295705,-5.2483715,-9.846908,29.08,18.34,89,458.64,1.53,Evening,Wednesday,Cloudy,Standard,0.62,Urban,12.98,1.0,8.59,29.574
1928,-50.029968,-155.467871,-19.1938575,119.152792,21.89,18.08,109,288.21,2.93,Morning,Friday,Windy,Express,1.48,Suburban,0.0,1.0,3.01,32.492
1929,-37.551516,82.590641,-68.959207,-148.69108,5.85,4.75,77,484.53,2.68,Afternoon,Tuesday,Rainy,Express,0.51,Suburban,19.38,2.47,8.55,25.78395000000001
1930,58.832939,-64.045516,55.916535,68.436081,6.1,16.29,134,34.27,2.19,Evening,Thursday,Cloudy,Express,0.74,Urban,0.0,1.0,6.93,22.145
1931,9.637502,-91.754412,-45.910339,88.044059,38.35,19.74,84,319.52,0.74,Night,Friday,Snowy,Express,0.76,Remote,0.0,1.0,9.05,50.34
1932,-48.9015625,149.919236,31.4534905,-56.833866,22.66,8.75,137,246.78,2.8,Afternoon,Wednesday,Cloudy,Standard,1.95,Suburban,0.0,1.0,7.22,32.523
1933,51.132654,-168.630346,-44.980761,77.189647,8.25,8.15,140,295.45,3.5,Morning,Thursday,Sunny,Express,0.56,Urban,15.14,1.0,4.87,3.905000000000001
1934,-16.9357815,44.073244,83.5518665,-17.318531,8.09,19.78,60,27.42,3.27,Morning,Wednesday,Windy,Standard,1.91,Suburban,7.03,1.7,9.61,42.6814
1935,58.979517,-160.465228,79.802103,-17.436551,4.44,12.97,70,352.26,4.23,Evening,Saturday,Windy,Standard,0.73,Remote,18.47,1.0,4.98,0.777000000000001
1936,89.059532,-178.35405,4.1162715,-127.466088,10.55,6.18,88,283.21,4.02,Morning,Wednesday,Snowy,Standard,1.43,Suburban,13.9,2.02,4.44,26.4798
1937,-64.302788,-12.5067,-30.41498,-42.18581,14.66,18.22,229,303.26,3.75,Morning,Tuesday,Sunny,Standard,1.91,Remote,0.0,1.0,1.64,26.228
1938,30.871847,179.844013,-8.9466425,178.258899,20.53,14.4,61,56.34,2.98,Afternoon,Tuesday,Rainy,Express,1.86,Urban,0.0,1.0,9.53,36.134
1939,9.0601305,-57.603762,-80.0236885,102.961875,21.51,19.1,111,75.39,0.95,Evening,Thursday,Sunny,Express,1.67,Remote,0.0,1.0,2.53,30.238
1940,-28.341382,140.98586,-49.0175315,-160.203265,22.65,19.77,143,193.21,3.42,Afternoon,Sunday,Rainy,Standard,1.64,Remote,0.0,1.0,2.73,34.155
1941,26.2583255,128.631121,28.739162,-134.257494,24.36,9.58,227,415.58,4.67,Morning,Friday,Cloudy,Express,0.86,Remote,0.0,1.0,7.84,36.788
1942,-67.3529135,22.310572,-66.6381095,-77.917697,12.86,19.12,199,259.58,4.54,Morning,Saturday,Cloudy,Express,1.35,Remote,0.0,1.0,3.33,27.718
1943,-1.850934,-167.29609,-14.684568,-59.151782,46.64,9.76,94,141.1,1.47,Morning,Sunday,Windy,Express,1.01,Remote,14.39,1.0,3.81,33.08200000000001
1944,41.130815,-172.739632,45.7459305,-30.575432,39.79,18.44,68,98.53,2.04,Afternoon,Monday,Snowy,Standard,0.81,Urban,0.0,1.0,8.66,51.752
1945,28.0170675,-88.786998,78.7089925,76.443984,35.01,18.84,181,356.56,2.61,Morning,Tuesday,Cloudy,Standard,1.5,Urban,0.0,1.0,1.95,41.988
1946,82.816297,24.926754,73.8116115,111.112228,8.92,15.88,175,44.81,0.88,Morning,Wednesday,Cloudy,Standard,0.56,Remote,0.0,1.0,1.65,17.606
1947,81.856967,-55.433959,86.4097315,140.155105,13.71,13.57,229,423.82,1.06,Morning,Sunday,Sunny,Express,1.73,Remote,0.0,1.0,2.45,21.263
1948,-32.6179435,-153.043057,6.570589,13.969346,7.28,15.46,83,263.68,1.17,Afternoon,Tuesday,Sunny,Express,1.25,Remote,0.0,2.92,5.09,57.85688
1949,-19.4812785,-76.938025,-57.522613,-135.324047,14.06,10.63,17,83.57,0.83,Night,Friday,Snowy,Express,1.52,Urban,19.94,1.4,5.83,12.5722
1950,-34.7206615,52.976065,49.6485435,-131.905861,30.5,8.81,34,436.86,4.4,Afternoon,Friday,Snowy,Standard,0.87,Remote,0.0,1.0,7.76,40.965
1951,65.988376,113.669663,-41.643693,17.728273,49.57,2.79,217,147.93,4.96,Afternoon,Saturday,Sunny,Express,1.56,Urban,0.0,1.0,9.38,55.39100000000001
1952,39.225593,33.445008,58.535228,-21.036375,41.17,2.4,198,161.78,1.35,Afternoon,Monday,Sunny,Express,0.73,Suburban,0.0,1.0,5.98,41.46600000000001
1953,-36.517097,86.451848,-31.024493,110.16975,15.19,7.53,127,455.04,2.26,Afternoon,Monday,Cloudy,Express,1.49,Remote,0.0,1.0,1.9,20.077
1954,-52.2981975,41.497507,-70.720245,-68.747111,36.95,11.63,169,41.98,0.96,Night,Wednesday,Cloudy,Standard,1.6,Urban,4.04,1.0,9.76,42.055
1955,48.6872855,142.478978,11.153226,46.811652,30.38,5.96,34,250.88,1.12,Evening,Saturday,Sunny,Standard,1.81,Remote,0.0,1.0,7.22,35.624
1956,26.335333,171.503791,-19.171184,132.695306,24.13,18.79,183,383.55,2.61,Evening,Sunday,Windy,Express,1.52,Remote,0.0,1.0,7.18,38.489
1957,43.1906865,95.823518,-48.231629,6.251496,30.65,7.21,197,29.0,4.82,Evening,Sunday,Cloudy,Express,1.29,Remote,0.0,1.0,7.55,40.495
1958,-40.4120995,151.787515,22.293944,-95.914474,26.86,18.51,82,173.41,0.59,Afternoon,Sunday,Sunny,Express,1.93,Remote,8.26,1.0,1.9,24.97300000000001
1959,4.2371695,-30.112566,45.0762325,-44.07164,6.37,6.46,130,316.31,1.95,Night,Wednesday,Rainy,Express,0.93,Urban,13.31,1.0,7.27,4.235999999999999
1960,65.941376,-117.582048,79.057486,-16.580775,34.01,10.15,134,272.77,3.35,Night,Friday,Sunny,Express,0.79,Remote,18.43,1.0,3.52,20.72300000000001
1961,3.1781675,-167.635537,70.486407,4.741099,21.51,18.0,98,271.15,2.14,Evening,Wednesday,Cloudy,Express,1.11,Suburban,0.0,1.0,1.69,30.038
1962,-12.8976245,131.907098,52.2876825,-103.888552,13.41,17.46,167,288.95,3.93,Afternoon,Saturday,Snowy,Standard,1.34,Urban,0.0,1.0,4.11,27.498
1963,56.892267,45.833213,45.7963815,27.70827,36.52,4.48,79,418.23,3.74,Night,Thursday,Windy,Express,0.58,Suburban,12.84,1.0,7.54,29.896
1964,-40.422358,-79.793508,32.195368,-0.733028,15.3,11.18,28,313.58,3.2,Night,Thursday,Cloudy,Express,1.81,Remote,0.0,1.0,9.76,30.79
1965,-66.3760195,85.029727,76.2321055,-12.493984,38.19,5.22,132,134.44,1.87,Morning,Sunday,Cloudy,Standard,0.88,Remote,13.24,1.0,6.0,27.79199999999999
1966,-42.635292,-113.341245,-62.731485,-15.129699,32.28,0.96,22,387.15,0.84,Afternoon,Friday,Windy,Express,1.14,Remote,0.0,1.0,1.06,28.204
